thinkBack: Stock quote and option quote for SPY on 10/31/13 12:59:59

UNDERLYING
Last,Net Chng,Volume,Open,High,Low
176.29,-.88,"140,001,830",177.38,177.51,175.66

Theo parameters
Theo date,Theo stock price,Theo volatility
11/1/13,+.00,+0.00%

NOV1 13  (2)  100 (Weeklys)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.62,.02,-.01,.53,.52,11.43,15.94%,55.97%,44.03%,80.47%,"1,862","14,918",6.29,5.135,11.34,11.51,JUN 14,170,6.59,6.66,-.39,.02,-.02,.54,-.48,6.62,15.98%,44.06%,55.94%,80.51%,52,"9,977",0,6.625
.60,.02,-.01,.54,.51,10.74,15.71%,54.28%,45.72%,83.41%,21,"3,338",5.29,5.45,10.66,10.82,JUN 14,171,6.90,7.00,-.40,.02,-.02,.54,-.50,6.95,15.75%,45.74%,54.26%,83.45%,1,"1,018",0,6.95
.58,.02,-.01,.54,.50,10.09,15.51%,52.54%,47.46%,86.44%,15,"4,658",4.29,5.795,10.00,10.17,JUN 14,172,7.28,7.36,-.42,.02,-.02,.55,-.52,7.32,15.58%,47.49%,52.51%,86.50%,33,"1,863",0,7.32
.56,.02,-.01,.55,.49,9.43,15.28%,50.76%,49.24%,89.51%,0,"1,936",3.29,6.145,9.36,9.51,JUN 14,173,7.67,7.75,-.44,.02,-.02,.55,-.54,7.71,15.41%,49.29%,50.71%,89.60%,0,"1,656",0,7.71
.54,.02,-.01,.55,.48,8.81,15.07%,48.93%,51.07%,92.64%,51,"3,566",2.29,6.52,8.74,8.88,JUN 14,174,8.04,8.15,-.46,.02,-.02,.55,-.57,8.09,15.20%,51.10%,48.90%,92.71%,10,"2,247",0,8.095
.52,.02,-.01,.56,.47,8.24,14.91%,47.06%,52.94%,95.85%,31,"19,306",1.29,6.945,8.19,8.28,JUN 14,175,8.49,8.56,-.48,.02,-.02,.56,-.59,8.52,15.04%,52.96%,47.04%,95.88%,193,"10,562",0,8.525
.50,.02,-.01,.56,.46,7.66,14.72%,45.16%,54.84%,99.06%,158,"4,584",.29,7.37,7.61,7.71,JUN 14,176,8.92,9.00,-.50,.02,-.02,.56,-.62,8.96,14.85%,54.84%,45.16%,99.07%,"1,080",980,0,8.96
.48,.02,-.01,.56,.45,7.09,14.51%,43.24%,56.76%,96.76%,142,"2,875",0,7.095,7.04,7.15,JUN 14,177,9.37,9.47,-.52,.02,-.02,.56,-.64,9.42,14.68%,56.74%,43.26%,96.80%,"1,213",426,.71,8.71
.46,.02,-.01,.55,.43,6.55,14.31%,41.28%,58.72%,92.17%,36,"1,658",0,6.555,6.51,6.60,JUN 14,178,9.82,10.00,-.54,.02,-.02,.55,-.67,9.91,14.52%,58.66%,41.34%,92.28%,0,288,1.71,8.20
.44,.02,-.01,.55,.42,6.03,14.11%,39.30%,60.70%,87.54%,0,"6,775",0,6.035,5.98,6.09,JUN 14,179,10.36,10.50,-.55,.02,-.02,.55,-.69,10.43,14.39%,60.58%,39.42%,87.78%,11,239,2.71,7.72
.42,.02,-.01,.55,.40,5.54,13.92%,37.31%,62.69%,82.92%,556,"13,193",0,5.545,5.49,5.60,JUN 14,180,10.86,11.03,-.58,.02,-.02,.55,-.72,10.95,14.21%,62.53%,37.47%,83.26%,379,420,3.71,7.235
.40,.02,-.01,.54,.38,5.08,13.74%,35.32%,64.68%,78.31%,33,687,0,5.08,5.03,5.13,JUN 14,181,11.37,11.59,-.60,.02,-.02,.54,-.75,11.48,14.02%,64.48%,35.52%,78.73%,0,388,4.71,6.77
.37,.02,-.01,.53,.37,4.63,13.54%,33.30%,66.70%,73.68%,30,"2,900",0,4.625,4.57,4.68,JUN 14,182,11.96,12.16,-.62,.02,-.02,.53,-.77,12.06,13.89%,66.41%,33.59%,74.31%,0,257,5.71,6.35
.35,.02,-.01,.52,.35,4.22,13.38%,31.33%,68.67%,69.16%,64,"2,257",0,4.215,4.16,4.27,JUN 14,183,12.57,12.76,-.64,.02,-.02,.52,-.80,12.66,13.76%,68.31%,31.69%,69.95%,0,203,6.71,5.955

JUN 14  (233)  10 (Mini)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.62,.02,-.01,.53,.52,11.43,15.95%,55.96%,44.04%,80.48%,0,12,6.29,5.14,11.16,11.70,JUN 14,170,4.94,7.49,-.38,.02,-.02,.53,-.47,6.22,15.22%,43.51%,56.49%,79.54%,0,11,0,6.215
.60,.02,-.01,.54,.51,10.38,15.03%,54.70%,45.30%,82.66%,0,0,5.29,5.085,9.49,11.26,JUN 14,171,6.36,7.74,-.40,.02,-.02,.54,-.50,7.05,15.94%,45.85%,54.15%,83.64%,0,1,0,7.05
.58,.02,-.01,.54,.50,10.08,15.50%,52.54%,47.46%,86.43%,0,4,4.29,5.79,9.81,10.35,JUN 14,172,6.72,7.59,-.42,.02,-.02,.55,-.52,7.15,15.27%,47.35%,52.65%,86.23%,0,10,0,7.155
.56,.02,-.01,.55,.49,8.77,14.06%,51.23%,48.77%,88.61%,0,0,3.29,5.475,7.78,9.75,JUN 14,173,6.37,9.29,-.44,.02,-.02,.55,-.54,7.83,15.63%,49.36%,50.64%,89.74%,0,3,0,7.83
.54,.02,-.01,.55,.48,8.84,15.12%,48.92%,51.08%,92.67%,0,3,2.29,6.55,8.56,9.12,JUN 14,174,5.86,9.69,-.46,.02,-.02,.55,-.57,7.77,14.62%,50.95%,49.05%,92.42%,0,5,0,7.775
.52,.02,-.01,.55,.47,7.36,13.34%,47.24%,52.76%,95.37%,0,2,1.29,6.075,6.14,8.59,JUN 14,175,6.34,10.70,-.48,.02,-.02,.56,-.59,8.52,15.03%,52.95%,47.05%,95.88%,0,0,0,8.52
.50,.02,-.01,.56,.46,7.64,14.68%,45.16%,54.84%,99.06%,0,0,.29,7.35,7.36,7.92,JUN 14,176,8.86,9.64,-.49,.02,-.02,.56,-.62,9.25,15.37%,54.83%,45.17%,99.10%,0,1,0,9.25
.48,.02,-.01,.56,.45,7.19,14.68%,43.26%,56.74%,96.80%,0,0,0,7.19,6.81,7.57,JUN 14,177,9.31,11.55,-.51,.02,-.02,.56,-.64,10.43,16.49%,56.55%,43.45%,97.15%,0,10,.71,9.72
.46,.02,-.01,.55,.43,6.45,14.12%,41.22%,58.78%,92.06%,0,0,0,6.45,6.11,6.79,JUN 14,178,8.71,12.00,-.53,.02,-.02,.55,-.66,10.36,15.33%,58.46%,41.54%,92.69%,0,0,1.71,8.645
.44,.02,-.01,.55,.42,5.97,14.00%,39.25%,60.75%,87.45%,0,203,0,5.975,5.76,6.19,JUN 14,179,8.77,12.49,-.55,.02,-.02,.55,-.69,10.63,14.75%,60.44%,39.56%,88.08%,0,0,2.71,7.92
.42,.02,-.01,.55,.40,5.65,14.11%,37.42%,62.58%,83.15%,0,0,0,5.65,5.26,6.04,JUN 14,180,10.14,13.02,-.57,.02,-.02,.55,-.71,11.58,15.37%,61.95%,38.05%,84.50%,0,0,3.71,7.87
.39,.02,-.01,.54,.38,4.99,13.58%,35.20%,64.80%,78.05%,0,84,0,4.99,4.79,5.19,JUN 14,181,11.29,13.52,-.58,.02,-.02,.54,-.73,12.41,15.73%,63.46%,36.54%,80.98%,0,0,4.71,7.695
.37,.02,-.01,.53,.37,4.65,13.58%,33.34%,66.66%,73.75%,0,98,0,4.645,4.36,4.93,JUN 14,182,10.30,13.18,-.62,.02,-.02,.53,-.78,11.74,13.28%,66.93%,33.07%,73.18%,0,21,5.71,6.03
.33,.02,-.01,.51,.32,3.31,11.62%,29.28%,70.72%,64.75%,0,49,0,3.31,2.16,4.46,JUN 14,183,12.47,13.12,-.63,.02,-.02,.52,-.80,12.79,14.01%,68.07%,31.93%,70.46%,0,0,6.71,6.085

JUN5 14  (243)  100 (Quarterlys)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.61,.02,-.01,.54,.54,11.58,15.96%,55.62%,44.38%,80.95%,0,296,6.29,5.29,11.47,11.69,JUN5 14,170,6.74,6.87,-.39,.02,-.02,.55,-.50,6.80,15.93%,44.36%,55.64%,80.92%,10,"2,051",0,6.805
.60,.02,-.01,.55,.53,10.90,15.73%,53.97%,46.03%,83.82%,12,399,5.29,5.605,10.79,11.00,JUN5 14,171,7.10,7.22,-.41,.02,-.02,.55,-.52,7.16,15.76%,46.05%,53.95%,83.85%,0,254,0,7.16
.58,.02,-.01,.56,.52,10.23,15.50%,52.27%,47.73%,86.75%,0,316,4.29,5.935,10.14,10.31,JUN5 14,172,7.47,7.58,-.42,.02,-.02,.56,-.55,7.52,15.57%,47.76%,52.24%,86.82%,20,"1,178",0,7.525
.56,.02,-.01,.56,.51,9.58,15.29%,50.52%,49.48%,89.77%,0,145,3.29,6.295,9.50,9.67,JUN5 14,173,7.86,7.96,-.44,.02,-.02,.56,-.57,7.91,15.39%,49.52%,50.48%,89.84%,0,299,0,7.91
.54,.02,-.01,.56,.50,8.96,15.07%,48.73%,51.27%,92.83%,9,697,2.29,6.67,8.88,9.04,JUN5 14,174,8.26,8.37,-.46,.02,-.02,.57,-.59,8.31,15.22%,51.30%,48.70%,92.90%,0,294,0,8.315
.52,.02,-.01,.57,.49,8.38,14.90%,46.90%,53.10%,95.95%,0,270,1.29,7.085,8.32,8.43,JUN5 14,175,8.68,8.78,-.48,.02,-.02,.57,-.62,8.73,15.03%,53.11%,46.89%,95.98%,5,166,0,8.73
.50,.02,-.01,.57,.48,7.79,14.70%,45.04%,54.96%,99.08%,0,181,.29,7.505,7.73,7.86,JUN5 14,176,9.11,9.22,-.50,.02,-.02,.57,-.64,9.17,14.85%,54.96%,45.04%,99.09%,0,305,0,9.165
.48,.02,-.01,.57,.46,7.23,14.50%,43.15%,56.85%,96.81%,25,694,0,7.23,7.17,7.29,JUN5 14,177,9.57,9.68,-.51,.02,-.02,.57,-.67,9.62,14.67%,56.82%,43.18%,96.85%,0,88,.71,8.915
.46,.02,-.01,.57,.45,6.69,14.31%,41.24%,58.76%,92.30%,0,832,0,6.695,6.63,6.76,JUN5 14,178,10.03,10.20,-.53,.02,-.02,.57,-.70,10.12,14.52%,58.70%,41.30%,92.42%,11,104,1.71,8.405
.44,.02,-.01,.56,.43,6.18,14.12%,39.31%,60.69%,87.77%,0,697,0,6.18,6.12,6.24,JUN5 14,179,10.53,10.71,-.55,.02,-.02,.56,-.72,10.62,14.36%,60.59%,39.41%,87.98%,0,225,2.71,7.91
.42,.02,-.01,.56,.42,5.69,13.95%,37.37%,62.63%,83.24%,1,383,0,5.695,5.63,5.76,JUN5 14,180,11.03,11.23,-.57,.02,-.02,.56,-.75,11.13,14.18%,62.50%,37.50%,83.51%,0,209,3.71,7.42
.40,.02,-.01,.55,.40,5.22,13.76%,35.41%,64.59%,78.70%,2,398,0,5.22,5.16,5.28,JUN5 14,181,11.57,11.78,-.59,.02,-.02,.55,-.78,11.68,14.02%,64.41%,35.59%,79.09%,0,49,4.71,6.965
.31,.02,-.01,.51,.33,3.58,13.06%,27.65%,72.35%,60.93%,28,708,0,3.575,3.51,3.64,JUN5 14,185,13.99,14.21,-.67,.02,-.02,.51,-.89,14.10,13.46%,71.86%,28.14%,61.99%,0,41,8.71,5.39
.21,.02,-.01,.42,.23,2.07,12.31%,18.73%,81.27%,40.86%,12,450,0,2.065,2.01,2.12,JUN5 14,190,17.53,17.79,-.76,.02,-.02,.43,-1.02,17.66,12.95%,80.21%,19.79%,43.17%,0,7,13.71,3.95

SEP 14  (324)  100
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.60,.01,-.01,.63,.68,12.98,16.52%,52.91%,47.09%,84.49%,86,"1,430",6.29,6.685,12.86,13.09,SEP 14,170,8.73,8.89,-.40,.01,-.02,.64,-.71,8.81,16.59%,47.13%,52.87%,84.55%,2,"1,207",0,8.81
.58,.02,-.01,.64,.67,12.32,16.32%,51.50%,48.50%,86.87%,0,594,5.29,7.025,12.21,12.42,SEP 14,171,9.12,9.26,-.42,.01,-.02,.64,-.74,9.19,16.44%,48.56%,51.44%,86.97%,68,"2,696",0,9.19
.57,.02,-.01,.64,.66,11.67,16.13%,50.06%,49.94%,89.29%,0,"1,677",4.29,7.385,11.58,11.77,SEP 14,172,9.52,9.65,-.43,.01,-.02,.65,-.76,9.58,16.29%,50.00%,50.00%,89.40%,0,834,0,9.585
.55,.02,-.01,.65,.65,11.05,15.95%,48.59%,51.41%,91.75%,80,992,3.29,7.765,10.96,11.15,SEP 14,173,9.92,10.05,-.45,.01,-.02,.65,-.79,9.98,16.13%,51.46%,48.54%,91.84%,2,822,0,9.985
.53,.02,-.01,.65,.64,10.45,15.78%,47.10%,52.90%,94.24%,0,253,2.29,8.16,10.37,10.53,SEP 14,174,10.34,10.47,-.46,.01,-.02,.65,-.82,10.40,15.97%,52.94%,47.06%,94.31%,0,443,0,10.405
.52,.02,-.01,.65,.63,9.87,15.61%,45.59%,54.41%,96.75%,10,"1,476",1.29,8.575,9.79,9.94,SEP 14,175,10.78,10.91,-.48,.01,-.02,.65,-.84,10.84,15.82%,54.44%,45.56%,96.79%,69,792,0,10.845
.50,.02,-.01,.65,.61,9.29,15.42%,44.05%,55.95%,99.27%,0,118,.29,9.00,9.21,9.37,SEP 14,176,11.20,11.35,-.49,.02,-.02,.65,-.87,11.28,15.64%,55.95%,44.05%,99.28%,22,223,0,11.275
.48,.02,-.01,.65,.60,8.74,15.26%,42.50%,57.50%,97.31%,23,194,0,8.74,8.66,8.82,SEP 14,177,11.69,11.81,-.51,.02,-.02,.65,-.90,11.75,15.50%,57.47%,42.53%,97.35%,0,768,.71,11.04
.47,.02,-.01,.65,.58,8.20,15.09%,40.94%,59.06%,93.50%,36,486,0,8.205,8.13,8.28,SEP 14,178,12.17,12.29,-.53,.02,-.02,.65,-.93,12.23,15.35%,59.01%,40.99%,93.61%,7,91,1.71,10.52
.45,.02,-.01,.65,.57,7.68,14.91%,39.36%,60.64%,89.68%,0,385,0,7.68,7.60,7.76,SEP 14,179,12.65,12.82,-.54,.02,-.02,.65,-.96,12.74,15.21%,60.55%,39.45%,89.88%,0,116,2.71,10.025
.43,.02,-.01,.65,.55,7.18,14.75%,37.77%,62.23%,85.87%,49,"4,738",0,7.18,7.11,7.25,SEP 14,180,13.18,13.34,-.56,.02,-.02,.64,-.99,13.26,15.07%,62.09%,37.91%,86.17%,0,142,3.71,9.55
.42,.02,-.01,.64,.53,6.70,14.58%,36.18%,63.82%,82.06%,0,819,0,6.70,6.62,6.78,SEP 14,181,13.68,13.88,-.57,.02,-.02,.64,-1.02,13.78,14.90%,63.65%,36.35%,82.43%,0,143,4.71,9.07
.40,.02,-.01,.63,.52,6.25,14.44%,34.59%,65.41%,78.28%,45,655,0,6.245,6.17,6.32,SEP 14,182,14.20,14.43,-.59,.02,-.02,.63,-1.05,14.32,14.73%,65.22%,34.78%,78.71%,0,50,5.71,8.605
.38,.02,-.01,.63,.50,5.80,14.27%,32.99%,67.01%,74.49%,0,573,0,5.795,5.72,5.87,SEP 14,183,14.79,15.01,-.61,.02,-.02,.63,-1.08,14.90,14.62%,66.75%,33.25%,75.08%,0,16,6.71,8.19

SEP 14  (324)  10 (Mini)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.60,.02,-.01,.63,.68,12.86,16.34%,53.01%,46.99%,84.31%,0,1,6.29,6.57,12.63,13.09,SEP 14,170,8.66,9.13,-.40,.01,-.02,.64,-.71,8.89,16.72%,47.21%,52.79%,84.68%,0,0,0,8.895
.58,.02,-.01,.63,.67,11.58,15.17%,52.06%,47.94%,85.87%,0,0,5.29,6.29,10.69,12.47,SEP 14,171,9.00,9.49,-.42,.01,-.02,.64,-.74,9.25,16.53%,48.60%,51.40%,87.03%,0,0,0,9.245
.57,.02,-.01,.64,.66,11.68,16.15%,50.05%,49.95%,89.30%,0,0,4.29,7.395,11.36,12.01,SEP 14,172,9.13,10.33,-.43,.01,-.02,.65,-.76,9.73,16.51%,50.08%,49.92%,89.54%,0,2,0,9.73
.55,.02,-.01,.65,.65,11.35,16.41%,48.46%,51.54%,91.98%,0,0,3.29,8.06,10.28,12.42,SEP 14,173,8.98,10.47,-.45,.01,-.02,.65,-.79,9.72,15.73%,51.34%,48.66%,91.63%,0,3,0,9.725
.53,.02,-.01,.65,.64,10.36,15.64%,47.12%,52.88%,94.19%,0,0,2.29,8.075,9.92,10.81,SEP 14,174,10.25,10.69,-.46,.01,-.02,.65,-.82,10.47,16.07%,52.96%,47.04%,94.34%,0,0,0,10.47
.52,.02,-.01,.65,.63,9.75,15.44%,45.60%,54.40%,96.71%,0,0,1.29,8.465,9.32,10.19,SEP 14,175,10.66,11.27,-.48,.01,-.02,.65,-.84,10.96,16.01%,54.45%,45.55%,96.83%,0,2,0,10.965
.50,.02,-.01,.65,.61,8.20,13.76%,44.00%,56.00%,99.18%,0,0,.29,7.91,6.94,9.46,SEP 14,176,11.11,11.72,-.49,.01,-.02,.65,-.87,11.41,15.85%,55.95%,44.05%,99.29%,0,10,0,11.415
.49,.01,-.01,.65,.60,9.70,16.74%,42.63%,57.37%,97.54%,0,1,0,9.705,8.41,11.00,SEP 14,177,11.56,14.00,-.50,.01,-.02,.65,-.90,12.78,17.08%,57.34%,42.66%,97.59%,0,0,.71,12.07
.47,.02,-.01,.65,.59,8.50,15.55%,41.04%,58.96%,93.69%,0,31,0,8.505,7.01,10.00,SEP 14,178,12.05,12.64,-.52,.02,-.02,.65,-.93,12.35,15.52%,58.97%,41.03%,93.68%,0,0,1.71,10.635
.46,.01,-.01,.65,.58,8.65,16.41%,39.79%,60.21%,90.62%,0,0,0,8.65,7.36,9.94,SEP 14,179,12.55,13.14,-.54,.02,-.02,.65,-.96,12.85,15.37%,60.50%,39.50%,89.99%,0,0,2.71,10.135
.42,.02,-.01,.64,.54,6.06,13.00%,36.85%,63.15%,83.97%,0,7,0,6.06,4.83,7.29,SEP 14,180,12.75,13.94,-.56,.02,-.02,.64,-.99,13.35,15.20%,62.04%,37.96%,86.29%,0,0,3.71,9.635
.42,.02,-.01,.64,.53,6.67,14.54%,36.15%,63.85%,82.00%,0,0,0,6.67,6.36,6.98,SEP 14,181,11.80,15.76,-.57,.02,-.02,.64,-1.02,13.78,14.90%,63.65%,36.35%,82.43%,0,0,4.71,9.07
.40,.02,-.01,.63,.52,6.18,14.33%,34.52%,65.48%,78.12%,0,0,0,6.175,5.91,6.44,SEP 14,182,13.61,15.51,-.59,.02,-.02,.63,-1.05,14.56,15.12%,64.98%,35.02%,79.24%,0,0,5.71,8.85
.38,.02,-.01,.63,.50,5.74,14.17%,32.91%,67.09%,74.33%,0,0,0,5.735,5.47,6.00,SEP 14,183,14.76,15.37,-.60,.02,-.02,.63,-1.08,15.07,14.88%,66.56%,33.44%,75.50%,0,2,6.71,8.355

SEP5 14  (335)  100 (Quarterlys)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.60,.01,-.01,.64,.70,13.11,16.50%,52.69%,47.31%,84.76%,29,200,6.29,6.82,12.98,13.24,SEP5 14,170,8.91,9.10,-.40,.01,-.02,.65,-.74,9.00,16.59%,47.35%,52.65%,84.84%,62,601,0,9.005
.58,.01,-.01,.65,.69,12.45,16.29%,51.31%,48.69%,87.09%,0,11,5.29,7.155,12.34,12.55,SEP5 14,171,9.32,9.48,-.42,.01,-.02,.65,-.76,9.40,16.46%,48.77%,51.23%,87.23%,0,177,0,9.40
.57,.02,-.01,.65,.68,11.81,16.12%,49.89%,50.11%,89.49%,30,27,4.29,7.525,11.71,11.92,SEP5 14,172,9.68,9.87,-.43,.01,-.02,.66,-.79,9.77,16.28%,50.17%,49.83%,89.59%,0,112,0,9.775
.55,.02,-.01,.66,.67,11.18,15.92%,48.45%,51.55%,91.89%,0,3,3.29,7.895,11.09,11.28,SEP5 14,173,10.09,10.27,-.45,.01,-.02,.66,-.82,10.18,16.12%,51.61%,48.39%,91.99%,0,213,0,10.18
.53,.02,-.01,.66,.66,10.59,15.76%,46.98%,53.02%,94.34%,0,100,2.29,8.30,10.49,10.69,SEP5 14,174,10.50,10.69,-.46,.01,-.02,.66,-.85,10.59,15.96%,53.06%,46.94%,94.41%,28,275,0,10.595
.52,.02,-.01,.66,.65,10.00,15.59%,45.49%,54.51%,96.80%,0,54,1.29,8.71,9.91,10.09,SEP5 14,175,10.96,11.13,-.48,.01,-.02,.66,-.87,11.04,15.83%,54.54%,45.46%,96.85%,10,65,0,11.045
.50,.02,-.01,.66,.63,9.44,15.43%,43.98%,56.02%,99.28%,0,24,.29,9.15,9.34,9.54,SEP5 14,176,11.40,11.58,-.49,.01,-.02,.66,-.90,11.49,15.67%,56.02%,43.98%,99.29%,0,104,0,11.49
.49,.02,-.01,.66,.62,8.88,15.25%,42.45%,57.55%,97.34%,0,3,0,8.88,8.79,8.97,SEP5 14,177,11.87,12.04,-.51,.01,-.02,.66,-.93,11.96,15.52%,57.52%,42.48%,97.39%,1,150,.71,11.245
.47,.02,-.01,.66,.60,8.34,15.09%,40.91%,59.09%,93.59%,13,30,0,8.345,8.26,8.43,SEP5 14,178,12.33,12.53,-.52,.02,-.02,.66,-.96,12.43,15.36%,59.03%,40.97%,93.71%,0,0,1.71,10.72
.45,.02,-.01,.66,.59,7.82,14.92%,39.36%,60.64%,89.83%,0,34,0,7.825,7.74,7.91,SEP5 14,179,12.86,13.03,-.54,.02,-.02,.66,-.99,12.95,15.23%,60.54%,39.46%,90.04%,0,11,2.71,10.235
.43,.02,-.01,.66,.57,7.33,14.76%,37.81%,62.19%,86.08%,16,21,0,7.33,7.24,7.42,SEP5 14,180,13.37,13.54,-.56,.02,-.02,.66,-1.02,13.46,15.08%,62.06%,37.94%,86.37%,2,13,3.71,9.745
.42,.02,-.01,.65,.55,6.84,14.60%,36.24%,63.76%,82.32%,0,41,0,6.845,6.76,6.93,SEP5 14,181,13.84,14.08,-.57,.02,-.02,.65,-1.05,13.96,14.89%,63.60%,36.40%,82.67%,0,11,4.71,9.25
.40,.02,-.01,.65,.54,6.39,14.44%,34.68%,65.32%,78.60%,0,24,0,6.385,6.30,6.47,SEP5 14,182,14.39,14.64,-.59,.02,-.02,.64,-1.09,14.52,14.76%,65.12%,34.88%,79.04%,0,11,5.71,8.805
.38,.02,-.01,.64,.52,5.94,14.29%,33.11%,66.89%,74.88%,0,30,0,5.94,5.86,6.02,SEP5 14,183,14.97,15.21,-.60,.02,-.02,.64,-1.12,15.09,14.63%,66.64%,33.36%,75.45%,0,22,6.71,8.38

DEC 14  (415)  100
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.80,.01,-.01,.50,.78,29.14,20.19%,71.33%,28.67%,51.76%,1,"10,495",26.29,2.85,28.97,29.31,DEC 14,150,5.09,5.21,-.21,.01,-.01,.54,-.49,5.15,20.13%,28.59%,71.41%,51.63%,73,"21,561",0,5.15
.76,.01,-.01,.56,.83,25.06,19.31%,66.98%,33.02%,59.36%,0,"5,912",21.29,3.765,24.90,25.21,DEC 14,155,6.17,6.29,-.25,.01,-.02,.60,-.58,6.23,19.33%,33.05%,66.95%,59.42%,64,"19,273",0,6.23
.71,.01,-.01,.62,.85,21.19,18.47%,62.08%,37.92%,67.82%,4,"17,825",16.29,4.90,21.04,21.34,DEC 14,160,7.43,7.57,-.30,.01,-.02,.65,-.69,7.50,18.53%,37.99%,62.01%,67.94%,63,"13,237",0,7.50
.70,.01,-.01,.64,.85,20.44,18.29%,61.04%,38.96%,69.60%,0,"1,122",15.29,5.15,20.30,20.58,DEC 14,161,7.72,7.86,-.31,.01,-.02,.66,-.71,7.79,18.39%,39.06%,60.94%,69.76%,0,"2,238",0,7.79
.65,.01,-.01,.68,.85,17.58,17.66%,56.63%,43.37%,77.08%,3,"25,543",11.29,6.29,17.44,17.72,DEC 14,165,8.94,9.10,-.35,.01,-.02,.69,-.81,9.02,17.77%,43.46%,56.54%,77.23%,337,"16,557",0,9.02
.59,.01,-.01,.71,.82,14.24,16.85%,50.71%,49.29%,86.96%,63,"16,369",6.29,7.95,14.12,14.36,DEC 14,170,10.73,10.90,-.41,.01,-.02,.72,-.95,10.82,17.04%,49.38%,50.62%,87.11%,0,"6,744",0,10.815
.52,.01,-.01,.73,.77,11.24,16.09%,44.36%,55.64%,97.30%,0,"7,952",1.29,9.955,11.13,11.36,DEC 14,175,12.81,13.01,-.48,.01,-.02,.74,-1.10,12.91,16.33%,55.65%,44.35%,97.34%,"2,039","3,568",0,12.91
.44,.01,-.01,.73,.69,8.60,15.36%,37.74%,62.26%,87.65%,15,"9,898",0,8.60,8.50,8.70,DEC 14,180,15.29,15.47,-.55,.01,-.02,.73,-1.27,15.38,15.69%,62.14%,37.86%,87.91%,6,"1,178",3.71,11.67
.37,.01,-.01,.70,.60,6.38,14.71%,31.07%,68.93%,71.37%,87,"5,435",0,6.375,6.30,6.45,DEC 14,185,18.06,18.32,-.62,.01,-.02,.70,-1.44,18.19,15.06%,68.64%,31.36%,72.02%,11,421,8.71,9.48
.29,.01,-.01,.64,.50,4.51,14.03%,24.57%,75.43%,55.85%,157,"9,052",0,4.51,4.43,4.59,DEC 14,190,21.27,21.55,-.68,.01,-.02,.65,-1.61,21.41,14.53%,74.85%,25.15%,57.17%,1,144,13.71,7.70
